1617000300000080013       LADE - MUNKEGATA - KROPPANMARKA - SJETNMARKA                                      
1617000400000080014       LADE - MUNKEGATA - KOLSTAD / HEIMDAL                                              
1617000500000080015       DRAGVOLL - DRONNINGENS GATE - BUENGET                                             
1617000600000080016       VíRESTRùA - MUNKEGATA - ROMOLSLIA                                                 
1617000700000080017       VIKèSEN / REPPE - MUNKEGATA - FLATèSEN                                            
1617000800000080018       SteinÜsen - Risvollan - Sentrum - Sverresborg - Stavset                           
1617000900000080019       DRAGVOLL - MUNKEGATA - KATTEM / LUNDèSEN                                          
16170010000000800110      DRONNINGENS GATE - SKISTUA                                                        
16170011000000800111      Trondheim S - Trollahaugen                                                        
16170015000000800115      Migosenteret - ByÜsveien - Ilsvika - Brattõra - Lade                              
16170016000000800116      Sandmoen - Omkjõringsveien - Ranheim - Vikelvveien                                
16170018000000800118      Jonsvatnet/VikÜsen - Angelltrõa - Sentrum - Trõndelag Folkemuseum - Havstad       
16170019000000800119      Brattõra - Sentrum - St.Olav - ByÜsen - City Syd/Sandmoen                         
16170022000000800122      Vestlia/Othilienborg - Munkegata - Tyholt                                         
16170024000000800124      Jonsvatnet Korrespondanse med L18 pÜ Solbakken skole                              
16170036000000800136      Sentrum - Stokkhaugen o/ Brundalen                                                
16170037000000800137      Munkegata - Vikelvveien - VikhammerÜsen                                           
16170043000000800143      Okstad - Sjetnmarka - City Syd - Heimdal - RingvÜl                                
16170044000000800144      Munkegata - Vestre Rosten - Sandbakken                                            
16170046000000800146      Pirbadet - Munkegata - Tiller                                                     
16170047000000800147      Munkegata - Tiller - Sandmoen - Klëbu                                             
16170054000000800154      TRONDHEIM SENTRALSTASJON - MUNKEGATA - BRATSBERG                                  
16170055000000800155      MUNKEGATA - RATE                                                                  
16170060000000800160      Trondheim S - Valentinlyst/Bromstad via Lerkendal                                 
16170063000000800163      SINGSAKER - DRONNINGENS GATE - ILSVIKA                                            
16170066000000800166      Munkegata - Brundalen/Jakobsli                                                    
161700670000008001                                                                                          
16170071000000800171      Heimdal - Nypan - Spongdal                                                        
16170073000000800173      Heimdal - RingvÜl - Spongdal Via Mebygda/Langlo                                   
16170075000000800175      Trondheim S - Rye - Spongdal via Hõstad / Berg                                    
16170076000000800176      Trondheim - Rye - Spongdal via Haugrõnning / Langlo                               
16170080000000800180      VíRESTRùA - JAKOBSLI - SANDMOEN - INDUSTRIVEIEN                                   
16170082000000800182      Dr.gt - ByÜsen - FlatÜsen - Kostad - Heimdal - Tiller                             
161700880000008001                                                                                          
161700890000008001                                                                                          
16170090000000800190      Rushtidsrute Heimdal - Omkjõringsvegen - Lade                                     
161700910000008001                                                                                          
161700920000008001                                                                                          
161700930000008001                                                                                          
16170094000000800194      Valentinlyst - Jakobsli - Steinan - Risvollan - Sluppen - Dr.gt - Lade            
161700950000008001                                                                                          
16170096000000800196      Brundalen - Dragvoll - Blakli - Tverregga - Fossegrenda - Tiller - Sandmoen       
161700970000008001                                                                                          
161700980000008001                                                                                          
161701030000008001103     Nattbuss Kroppanmarka / Sjetnemarka                                               
161701040000008001                                                                                          
161701050000008001                                                                                          
161701060000008001                                                                                          
161701070000008001                                                                                          
161701080000008001                                                                                          
161701090000008001                                                                                          
161701190000008001                                                                                          
161701360000008001                                                                                          
161701460000008001                                                                                          
161701540000008001                                                                                          
161701550000008001                                                                                          
161701750000008001                                                                                          
161701880000008001                                                                                          
161702540000008001254     TS - EKLESBAKKEN - KLíBU SENTRUM - BJùRKLI - LER                                  
161702550000008001255     SKOLERUTE KLíBU                                                                   
161703010000008001301     Stjõrdal - Hommelvik - Trondheim - Melhus                                         
161703910000008001391     BrekkÜsen - Melhus - Tiller - Lade                                                
161705010000008001501     Melhus skysstasjon - Hesttrõa                                                     
161707770000008001777     REPPE - REPPEVEIEN                                                                
161713010000008001N301    Nattbuss Stjõrdal - Trondheim - Melhus                                            
