service_id,date,exception_type
ATB:Timetable:1600025-2019-08-03,20190807,1
ATB:Timetable:1600025-2019-08-03,20190809,1
ATB:Timetable:1600018-2019-08-10,20191008,2
ATB:Timetable:1600022-2019-08-03,20190805,1
ATB:Timetable:1600022-2019-08-03,20190806,1
ATB:Timetable:1600022-2019-08-03,20190808,1
ATB:Timetable:1600022-2019-08-03,20190809,1
ATB:Timetable:1600028-2019-08-10,20190812,2
ATB:Timetable:1600028-2019-08-10,20190813,2
ATB:Timetable:1600028-2019-08-10,20190814,2
ATB:Timetable:1600028-2019-08-10,20191007,2
ATB:Timetable:1600028-2019-08-10,20191008,2
ATB:Timetable:1600028-2019-08-10,20191009,2
ATB:Timetable:1600028-2019-08-10,20191010,2
ATB:Timetable:1600028-2019-08-10,20191011,2
ATB:Timetable:1600028-2019-08-10,20191129,2
ATB:Timetable:1600008-2019-08-10,20191008,2
ATB:Timetable:1600008-2019-08-10,20191009,2
ATB:Timetable:1600008-2019-08-10,20191010,2
ATB:Timetable:1600008-2019-08-10,20191011,2
ATB:Timetable:1600025-2019-08-10,20191007,2
ATB:Timetable:1600025-2019-08-10,20191008,2
ATB:Timetable:1600025-2019-08-10,20191009,2
ATB:Timetable:1600025-2019-08-10,20191010,2
ATB:Timetable:1600055-2019-08-10,20190811,1
ATB:Timetable:1600045-2019-08-10,20191011,2
ATB:Timetable:1600045-2019-08-10,20191129,2
ATB:Timetable:1600006-2019-08-10,20191009,2
ATB:Timetable:1600001-2019-08-03,20190805,1
ATB:Timetable:1600001-2019-08-03,20190806,1
ATB:Timetable:1600001-2019-08-03,20190807,1
ATB:Timetable:1600001-2019-08-03,20190808,1
ATB:Timetable:1600001-2019-08-03,20190809,1
ATB:Timetable:1600021-2019-08-03,20190805,1
ATB:Timetable:1600021-2019-08-03,20190806,1
ATB:Timetable:1600021-2019-08-03,20190807,1
ATB:Timetable:1600021-2019-08-03,20190808,1
ATB:Timetable:1600024-2019-08-03,20190805,1
ATB:Timetable:1600024-2019-08-03,20190806,1
ATB:Timetable:1600024-2019-08-03,20190807,1
ATB:Timetable:1600024-2019-08-03,20190809,1
ATB:Timetable:1600013-2019-08-10,20191007,2
ATB:Timetable:1600013-2019-08-10,20191008,2
ATB:Timetable:1600023-2019-08-10,20191008,2
ATB:Timetable:1600023-2019-08-10,20191010,2
ATB:Timetable:1600023-2019-08-10,20191011,2
ATB:Timetable:1600011-2019-08-03,20190807,1
ATB:Timetable:1600011-2019-08-03,20190809,1
ATB:Timetable:1600043-2019-08-10,20190812,2
ATB:Timetable:1600043-2019-08-10,20190814,2
ATB:Timetable:1600043-2019-08-10,20191007,2
ATB:Timetable:1600043-2019-08-10,20191009,2
ATB:Timetable:1600043-2019-08-10,20191011,2
ATB:Timetable:1600043-2019-08-10,20191129,2
ATB:Timetable:1600033-2019-08-10,20190813,2
ATB:Timetable:1600033-2019-08-10,20191008,2
ATB:Timetable:1600030-2019-08-10,20190812,2
ATB:Timetable:1600030-2019-08-10,20190813,2
ATB:Timetable:1600030-2019-08-10,20190814,2
ATB:Timetable:1600030-2019-08-10,20190815,2
ATB:Timetable:1600030-2019-08-10,20191007,2
ATB:Timetable:1600030-2019-08-10,20191008,2
ATB:Timetable:1600030-2019-08-10,20191009,2
ATB:Timetable:1600030-2019-08-10,20191010,2
ATB:Timetable:1600006-2019-08-03,20190808,1
ATB:Timetable:1600020-2019-08-10,20191007,2
ATB:Timetable:1600020-2019-08-10,20191009,2
ATB:Timetable:1600020-2019-08-10,20191010,2
ATB:Timetable:1600053-2019-08-10,20190818,1
ATB:Timetable:1600053-2019-08-10,20190825,1
ATB:Timetable:1600053-2019-08-10,20190901,1
ATB:Timetable:1600063-2019-08-10,20190813,2
ATB:Timetable:1600063-2019-08-10,20190814,2
ATB:Timetable:1600063-2019-08-10,20191008,2
ATB:Timetable:1600063-2019-08-10,20191009,2
ATB:Timetable:1600063-2019-08-10,20191010,2
ATB:Timetable:1600063-2019-08-10,20191011,2
ATB:Timetable:1600063-2019-08-10,20191129,2
ATB:Timetable:1600070-2019-08-10,20190814,2
ATB:Timetable:1600070-2019-08-10,20190821,2
ATB:Timetable:1600070-2019-08-10,20190828,2
ATB:Timetable:1600070-2019-08-10,20190904,2
ATB:Timetable:1600070-2019-08-10,20190911,2
ATB:Timetable:1600070-2019-08-10,20190918,2
ATB:Timetable:1600070-2019-08-10,20190925,2
ATB:Timetable:1600080-2019-08-10,20190815,2
ATB:Timetable:1600080-2019-08-10,20190816,2
ATB:Timetable:1600080-2019-08-10,20190822,2
ATB:Timetable:1600080-2019-08-10,20190823,2
ATB:Timetable:1600080-2019-08-10,20190829,2
ATB:Timetable:1600080-2019-08-10,20190830,2
ATB:Timetable:1600080-2019-08-10,20190905,2
ATB:Timetable:1600080-2019-08-10,20190906,2
ATB:Timetable:1600080-2019-08-10,20190912,2
ATB:Timetable:1600080-2019-08-10,20190913,2
ATB:Timetable:1600080-2019-08-10,20190919,2
ATB:Timetable:1600080-2019-08-10,20190920,2
ATB:Timetable:1600080-2019-08-10,20190926,2
ATB:Timetable:1600080-2019-08-10,20190927,2
ATB:Timetable:1600023-2019-08-03,20190805,1
ATB:Timetable:1600023-2019-08-03,20190808,1
